idFunc,Nome_func,Sobrenome,Idade,idVenda,Nome_vendas,Quantidade
4523,Ana Lívia,Barreto,56,1143,Ovos,2
4523,Ana Lívia,Barreto,56,5091,Escova de dente,6
4523,Ana Lívia,Barreto,56,6672,Fixador,12
4523,Ana Lívia,Barreto,56,13422,Laranja,13
4523,Ana Lívia,Barreto,56,26253,Vassoura,3
4523,Ana Lívia,Barreto,56,27666,Pêra,17
4524,Maria Luiza,Siqueira,32,10218,Geleia,16
4524,Maria Luiza,Siqueira,32,31184,Absorvente,14
4524,Maria Luiza,Siqueira,32,32491,Sabão em pó,4
4525,Manuela,Vieira,42,7625,Bombom,8
4525,Manuela,Vieira,42,39617,Azeite,7
4526,Kauê,Brito,53,5019,Biscoito,19
4526,Kauê,Brito,53,6173,Margarina,9
4526,Kauê,Brito,53,9363,Ervilha,16
4526,Kauê,Brito,53,10926,Inseticida,13
4526,Kauê,Brito,53,14617,Alface,5
4526,Kauê,Brito,53,14770,Abobrinha,8
4526,Kauê,Brito,53,34685,Mortadela,8
4527,Miguel Henrique,Paraíso,58,4121,Maionese,17
4527,Miguel Henrique,Paraíso,58,11362,Coco ralado,5
4527,Miguel Henrique,Paraíso,58,12509,Palmito,8
4527,Miguel Henrique,Paraíso,58,14413,Peixe,7
4527,Miguel Henrique,Paraíso,58,27124,Manteiga,16
4527,Miguel Henrique,Paraíso,58,34098,Macarrão,15
4527,Miguel Henrique,Paraíso,58,39113,Fio-dental,7
4528,Manuela,Figueiroa,23,9110,Maionese,10
4528,Manuela,Figueiroa,23,9821,Pilhas,18
4528,Manuela,Figueiroa,23,11417,Banana,18
4528,Manuela,Figueiroa,23,26399,Acetona,17
4528,Manuela,Figueiroa,23,32817,Refrigerante,1
4528,Manuela,Figueiroa,23,33136,Velas,17
4528,Manuela,Figueiroa,23,34766,Salsicha,2
4529,Milena,Fogaça,52,2196,Vinho,12
4529,Milena,Fogaça,52,2901,Papel higiênico,11
4529,Milena,Fogaça,52,3924,Rum,7
4529,Milena,Fogaça,52,6677,Maionese,12
4529,Milena,Fogaça,52,21780,Fósforo,3
4529,Milena,Fogaça,52,31253,Champanhe,10
4529,Milena,Fogaça,52,34244,Vagem,8
4530,Sophie,Pinheiro,26,3701,Couve,13
4530,Sophie,Pinheiro,26,6771,Leite,5
4530,Sophie,Pinheiro,26,19595,Abobrinha,7
4530,Sophie,Pinheiro,26,31303,Salgados,16
4531,Lívia,Ávila,55,8843,Biscoitos,1
4531,Lívia,Ávila,55,15790,Achocolatado,3
4531,Lívia,Ávila,55,25215,Salame,16
4531,Lívia,Ávila,55,39747,Leite,15
4532,Carlos Eduardo,Cortês,51,12229,Café,2
4532,Carlos Eduardo,Cortês,51,37539,Molho,19
4533,Otávio,Novais,22,5060,Champignon,6
4533,Otávio,Novais,22,5768,Sal,9
4533,Otávio,Novais,22,18063,Fermento,3
4533,Otávio,Novais,22,25983,Batata palha,1
4534,Lívia,Oliveira,25,4373,Temperinho verde,1
4534,Lívia,Oliveira,25,13994,Algodão,4
4535,Pedro Henrique,Ramires,46,2756,Brócolis,13
4535,Pedro Henrique,Ramires,46,9568,Pente,4
4535,Pedro Henrique,Ramires,46,22038,Fixador,2
4535,Pedro Henrique,Ramires,46,23349,Maça,12
4535,Pedro Henrique,Ramires,46,26699,Pilhas,13
4535,Pedro Henrique,Ramires,46,38753,Palito de dente,2
4535,Pedro Henrique,Ramires,46,38761,Atum,9
4536,Malu,Barreto,30,3179,Cortador de unhas,8
4536,Malu,Barreto,30,7720,Porco,11
4536,Malu,Barreto,30,12027,Algodão,9
4536,Malu,Barreto,30,24213,Cebola,6
4536,Malu,Barreto,30,30577,Brócolis,14
4536,Malu,Barreto,30,37566,Margarina,16
4536,Malu,Barreto,30,37969,Leite,9
4537,Ian,Figueiredo,56,697,Tortas,6
4537,Ian,Figueiredo,56,12121,Agrião,17
4537,Ian,Figueiredo,56,16015,Sagu,9
4537,Ian,Figueiredo,56,18947,Vassoura,18
4537,Ian,Figueiredo,56,34099,Esponja,15
4537,Ian,Figueiredo,56,35845,Presunto,4
4538,Ana Laura,Mesquita,51,8504,Abobrinha,12
4538,Ana Laura,Mesquita,51,28517,Fermento,15
4538,Ana Laura,Mesquita,51,30520,Macarrão,4
4538,Ana Laura,Mesquita,51,30864,Brócolis,4
4539,Théo,Veiga,51,7010,Lustra-móveis,2
4539,Théo,Veiga,51,14704,Algodão,19
4539,Théo,Veiga,51,18505,Abobrinha,5
4539,Théo,Veiga,51,26601,Inseticida,10
4540,Erick,Moreira,21,951,Absorvente,16
4540,Erick,Moreira,21,37904,Molho,4
4541,João Miguel,Peixoto,24,12674,Berinjela,19
4541,João Miguel,Peixoto,24,13680,Catchup,4
4541,João Miguel,Peixoto,24,25849,Coco ralado,7
4541,João Miguel,Peixoto,24,33758,Lenço de papel,15
4541,João Miguel,Peixoto,24,37596,Leite condensado,4
4542,Alícia,Araújo,45,5499,Arroz,18
4542,Alícia,Araújo,45,12391,Farinha de trigo,2
4542,Alícia,Araújo,45,14550,Margarina,18
4542,Alícia,Araújo,45,38255,Salsicha,5
4543,Guilherme,Gonzaga,19,6920,Laranja,9
4543,Guilherme,Gonzaga,19,7672,Mortadela,12
4543,Guilherme,Gonzaga,19,19774,Vinho,15
4543,Guilherme,Gonzaga,19,34308,Margarina,19
4544,Bernardo,Magalhães,37,27866,Bombom,13
4544,Bernardo,Magalhães,37,31482,Leite condensado,4
4544,Bernardo,Magalhães,37,34319,Hambúrguer,9
4545,Luana,Barreto,16,10861,Melancia,14
4545,Luana,Barreto,16,14086,Aparelho de barbear,3
4545,Luana,Barreto,16,21122,Rúcula,10
4546,João Gabriel,Marques,34,25056,Ricota,10
4546,João Gabriel,Marques,34,33186,Azeite,19
4547,Eduarda,Ibrahim,26,14416,Alvejante,4
4547,Eduarda,Ibrahim,26,16035,Nata,5
4547,Eduarda,Ibrahim,26,25995,Vodca,12
4547,Eduarda,Ibrahim,26,26933,Achocolatado,18
4547,Eduarda,Ibrahim,26,37979,Água de coco,3
4547,Eduarda,Ibrahim,26,38657,Polpa de tomate,8
4548,Melissa,D’Ávila,24,12543,Lâmina de barbear,3
4548,Melissa,D’Ávila,24,16492,Algodão,5
4548,Melissa,D’Ávila,24,28334,Pilhas,10
4549,Luiz Otávio,Torres,47,3768,Cenoura,1
4549,Luiz Otávio,Torres,47,5751,Brócolis,17
4549,Luiz Otávio,Torres,47,10953,Bovina,13
4549,Luiz Otávio,Torres,47,20823,Salsicha,1
4549,Luiz Otávio,Torres,47,23710,Bombom,1
4549,Luiz Otávio,Torres,47,33798,Leite,18
4549,Luiz Otávio,Torres,47,34883,Hidratante,7
4550,Vinícius,Sampaio,16,486,Salsinha,12
4550,Vinícius,Sampaio,16,3212,Champanhe,14
4550,Vinícius,Sampaio,16,25300,Couve,13
4550,Vinícius,Sampaio,16,26587,Cebola,5
4551,Rebeca,Monteiro,25,22821,Pepino,2
4551,Rebeca,Monteiro,25,27464,Manteiga,1
4551,Rebeca,Monteiro,25,32919,Hidratante,16
4551,Rebeca,Monteiro,25,36641,Hidratante,16
4552,Pietro,Ornélas,19,15989,Lentilha,14
4552,Pietro,Ornélas,19,16866,Refrigerante,10
4552,Pietro,Ornélas,19,34044,Sabonete,9
4553,Stella,Gentil,49,7835,Mostarda,1
4553,Stella,Gentil,49,18547,Farinha de rosca,7
4553,Stella,Gentil,49,19852,Biscoito,15
4553,Stella,Gentil,49,31409,Batata,6
4553,Stella,Gentil,49,33725,Farinha de rosca,6
4554,Laís,Maldonado,54,824,Purificador de ambientes,11
4554,Laís,Maldonado,54,4803,Polvilho,4
4554,Laís,Maldonado,54,8365,Espinafre,2
4554,Laís,Maldonado,54,19034,Arroz,16
4555,Pedro Lucas,Arruda,30,20125,Azeite,12
4555,Pedro Lucas,Arruda,30,32044,Creme de leite,16
4555,Pedro Lucas,Arruda,30,37653,Cereal,14
4556,João Lucas,Leiria,46,26584,Pilhas,15
4557,Isadora,Azambuja,48,7224,Inseticida,2
4557,Isadora,Azambuja,48,7727,Biscoito,4
4557,Isadora,Azambuja,48,12261,Detergente,13
4557,Isadora,Azambuja,48,14309,Manteiga,3
4557,Isadora,Azambuja,48,21470,Champanhe,9
4557,Isadora,Azambuja,48,21937,Queijo ralado,4
4557,Isadora,Azambuja,48,23222,Patê,10
4557,Isadora,Azambuja,48,26233,Ervilha,18
4557,Isadora,Azambuja,48,34846,Goiaba,14
4558,Sophia,Guedes,45,517,Rúcula,5
4558,Sophia,Guedes,45,11540,Doces,5
4558,Sophia,Guedes,45,27135,Lixa,17
4558,Sophia,Guedes,45,32275,Bolos,7
4559,Alícia,Cunha,44,9779,Mamão,7
4560,Raul,Ornélas,44,19248,Pepino,7
4560,Raul,Ornélas,44,26665,Palito de dente,14
4560,Raul,Ornélas,44,30445,Maça,6
4561,Rodrigo,Belchior,20,4063,Farinha de rosca,16
4561,Rodrigo,Belchior,20,15019,Creme de barbear,1
4561,Rodrigo,Belchior,20,16292,Mortadela,13
4562,Eloá,Pinheiro,48,5526,Cotonete,15
4562,Eloá,Pinheiro,48,18103,Caldo,2
4562,Eloá,Pinheiro,48,31660,Mortadela,8
4563,Ana Lívia,Infante,46,3414,Alvejante,6
4563,Ana Lívia,Infante,46,5354,Água sanitária,14
4563,Ana Lívia,Infante,46,9118,Uva,18
4563,Ana Lívia,Infante,46,11034,Laranja,1
4563,Ana Lívia,Infante,46,19477,Vagem,5
4563,Ana Lívia,Infante,46,23707,Frutas secas,18
4564,Maria,Portela,35,2417,Polvilho,15
4564,Maria,Portela,35,15570,Melancia,18
4564,Maria,Portela,35,29913,Atum,10
4565,João Miguel,Castro,51,2458,Hambúrguer,17
4565,João Miguel,Castro,51,30383,Palito de dente,7
4566,Yuri,Boaventura,25,6969,Açúcar,9
4566,Yuri,Boaventura,25,28900,Amaciante,10
4567,Daniel,Bernardes,45,4444,Sal grosso,16
4567,Daniel,Bernardes,45,8546,Mostarda,16
4567,Daniel,Bernardes,45,15433,Talco,15
4567,Daniel,Bernardes,45,16047,Creme de leite,12
4567,Daniel,Bernardes,45,27746,Cortador de unhas,15
4567,Daniel,Bernardes,45,37747,Farinha de milho,4
4567,Daniel,Bernardes,45,38713,Gelatina,19
4568,Sophia,Ribeiro,51,671,Laranja,16
4568,Sophia,Ribeiro,51,37950,Preservativo,11
4569,Théo,dos Reis,26,8445,Palmito,10
4569,Théo,dos Reis,26,12681,Manteiga,3
4569,Théo,dos Reis,26,18303,Brócolis,11
4569,Théo,dos Reis,26,20986,Vinho,14
4569,Théo,dos Reis,26,21731,Guardanapos,10
4570,Lívia,Dantas,31,4190,Guardanapos,2
4570,Lívia,Dantas,31,24384,Patê,18
4570,Lívia,Dantas,31,28063,Beterraba,15
4570,Lívia,Dantas,31,28488,Pepino,19
4570,Lívia,Dantas,31,39706,Cotonete,16
4571,Sarah,Monteiro,37,17726,Queijo,4
4571,Sarah,Monteiro,37,22623,Abacaxi,11
4571,Sarah,Monteiro,37,23754,Champanhe,10
4571,Sarah,Monteiro,37,31886,Limpa-vidro,7
4571,Sarah,Monteiro,37,38694,Pano de limpeza,3
4572,Ryan,Morais,18,6322,Batata palha,19
4572,Ryan,Morais,18,9176,Vassoura,10
4572,Ryan,Morais,18,23610,Bacon,11
4572,Ryan,Morais,18,23847,Brócolis,3
4572,Ryan,Morais,18,25678,Cortador de unhas,4
4572,Ryan,Morais,18,36855,Molho,11
4573,Pedro Miguel,Góis,40,2223,Hidratante,4
4573,Pedro Miguel,Góis,40,2795,Requeijão,8
4573,Pedro Miguel,Góis,40,6321,Pinça,6
4573,Pedro Miguel,Góis,40,9641,Baunilha,14
4573,Pedro Miguel,Góis,40,19793,Água sanitária,18
4573,Pedro Miguel,Góis,40,33002,Preservativo,16
4574,Eduarda,Mendes,40,12046,Sopa,4
4574,Eduarda,Mendes,40,27127,Sopa,3
4574,Eduarda,Mendes,40,27688,Guardanapos,16
4574,Eduarda,Mendes,40,37129,Berinjela,9
4575,Murilo,Magalhães,46,26499,Desinfetante,13
4575,Murilo,Magalhães,46,33813,Acetona,14
4575,Murilo,Magalhães,46,36402,Ricota,8
4576,Luiz Gustavo,Freitas,56,903,Leite,8
4576,Luiz Gustavo,Freitas,56,3688,Iogurte,13
4576,Luiz Gustavo,Freitas,56,7966,Adoçante,16
4576,Luiz Gustavo,Freitas,56,9590,Papel higiênico,19
4576,Luiz Gustavo,Freitas,56,13279,Frango,13
4576,Luiz Gustavo,Freitas,56,21532,Mortadela,6
4576,Luiz Gustavo,Freitas,56,25263,Patê,18
4576,Luiz Gustavo,Freitas,56,39999,Maça,12
4577,Arthur Miguel,Góis,43,26483,Pães,18
4577,Arthur Miguel,Góis,43,30409,Detergente,1
4578,Lucca,Pacheco,44,3174,Bacon,7
4578,Lucca,Pacheco,44,6121,Absorvente,12
4578,Lucca,Pacheco,44,28324,Porco,10
4578,Lucca,Pacheco,44,31161,Toalha de papel,15
4578,Lucca,Pacheco,44,39869,Lava-roupas,8
4579,João Gabriel,Córdoba,19,8265,Pilhas,18
4579,João Gabriel,Córdoba,19,31677,Linguiça,9
4579,João Gabriel,Córdoba,19,37495,Molho,15
4579,João Gabriel,Córdoba,19,38314,Farinha de trigo,19
4579,João Gabriel,Córdoba,19,39047,Água de coco,4
4580,Maria Laura,Figueiredo,54,4448,Temperinho verde,14
4580,Maria Laura,Figueiredo,54,10293,Rum,11
4580,Maria Laura,Figueiredo,54,20789,Fraldas,3
4580,Maria Laura,Figueiredo,54,26277,Salsicha,15
4580,Maria Laura,Figueiredo,54,27864,Repolho,6
4581,Isaac,Córdoba,23,14902,Sopa,11
4581,Isaac,Córdoba,23,17069,Salame,6
4581,Isaac,Córdoba,23,25581,Cereal,17
4581,Isaac,Córdoba,23,29467,Purificador de ambientes,7
4581,Isaac,Córdoba,23,36169,Cotonete,18
4582,José,Curado,45,22193,Ovos,18
4582,José,Curado,45,25375,Patê,5
4582,José,Curado,45,25806,Cenoura,1
4582,José,Curado,45,29739,Pêra,17
4582,José,Curado,45,31153,Vagem,19
4583,Alícia,Sampaio,38,2429,Requeijão,4
4583,Alícia,Sampaio,38,17122,Uísque,9
4583,Alícia,Sampaio,38,21261,Pães,6
4583,Alícia,Sampaio,38,26946,Chester,5
4583,Alícia,Sampaio,38,29444,Caldo,17
4584,Helena,Medeiros,28,21710,Inseticida,3
4584,Helena,Medeiros,28,37006,Cereal,6
4585,Ryan,Xavier,28,21821,Carvão,4
4586,João Gabriel,Ximenes,50,2160,Leite,4
4586,João Gabriel,Ximenes,50,10004,Beterraba,8
4586,João Gabriel,Ximenes,50,19635,Milho,10
4586,João Gabriel,Ximenes,50,34320,Pepino,13
4586,João Gabriel,Ximenes,50,36789,Salsinha,9
4586,João Gabriel,Ximenes,50,36841,Salsinha,15
4587,Raul,Monteiro,39,6201,Sabonete,8
4587,Raul,Monteiro,39,8097,Macarrão,2
4587,Raul,Monteiro,39,38793,Queijo ralado,9
4588,Ian,Bernardes,28,10640,Patê,14
4588,Ian,Bernardes,28,13540,Salgados,4
4588,Ian,Bernardes,28,15088,Cerveja,3
4588,Ian,Bernardes,28,15993,Vodca,15
4588,Ian,Bernardes,28,27613,Requeijão,13
4588,Ian,Bernardes,28,39910,Condicionador,11
4589,Raul,Baptista,52,12724,Nata,3
4589,Raul,Baptista,52,16553,Tomate,12
4590,Maria Heloísa,Quarteira,27,10708,Suco,9
4590,Maria Heloísa,Quarteira,27,18868,Cebola,16
4590,Maria Heloísa,Quarteira,27,28349,Pilhas,6
4591,Melissa,Dinís,22,7805,Salsicha,6
4591,Melissa,Dinís,22,12623,Porco,7
4591,Melissa,Dinís,22,27604,Goiaba,1
4592,Sarah,Sampaio,49,15533,Maionese,17
4592,Sarah,Sampaio,49,16304,Ovos,12
4593,Heloísa,Gentil,28,2111,Xampu,15
4593,Heloísa,Gentil,28,11241,Patê,1
4593,Heloísa,Gentil,28,31415,Farinha de trigo,10
4594,Catarina,Peixoto,37,2098,Acetona,9
4594,Catarina,Peixoto,37,20482,Requeijão,19
4594,Catarina,Peixoto,37,21685,Cebola,18
4594,Catarina,Peixoto,37,28633,Farinha de rosca,17
4594,Catarina,Peixoto,37,30493,Margarina,12
4595,João Pedro,Brites,18,6402,Champanhe,16
4595,João Pedro,Brites,18,11384,Gelatina,2
4595,João Pedro,Brites,18,16246,Bombom,2
4595,João Pedro,Brites,18,17694,Rúcula,10
4595,João Pedro,Brites,18,25561,Cotonete,15
4595,João Pedro,Brites,18,32814,Queijo,17
4595,João Pedro,Brites,18,35084,Leite,19
4595,João Pedro,Brites,18,36505,Farinha de rosca,19
4595,João Pedro,Brites,18,39163,Esponja,8
4595,João Pedro,Brites,18,39484,Peito de peru,9
4596,Bianca,Custódio,21,10876,Abobrinha,1
4597,Emilly,Guterres,27,2680,Palmito,2
4597,Emilly,Guterres,27,9189,Álcool,5
4597,Emilly,Guterres,27,25249,Absorvente,15
4597,Emilly,Guterres,27,27749,Xampu,1
4597,Emilly,Guterres,27,29062,Champanhe,18
4597,Emilly,Guterres,27,30824,Alho,19
4597,Emilly,Guterres,27,38299,Gel,10
4598,Davi Miguel,Siqueira,18,103,Biscoito,1
4598,Davi Miguel,Siqueira,18,4936,Mamão,14
4598,Davi Miguel,Siqueira,18,9457,Fósforo,14
4598,Davi Miguel,Siqueira,18,12188,Pilhas,16
4598,Davi Miguel,Siqueira,18,12462,Hidratante,3
4598,Davi Miguel,Siqueira,18,12950,Esponja,18
4598,Davi Miguel,Siqueira,18,15597,Batata,1
4598,Davi Miguel,Siqueira,18,16719,Lava-roupas,2
4598,Davi Miguel,Siqueira,18,30857,Velas,4
4598,Davi Miguel,Siqueira,18,33856,Fixador,3
4598,Davi Miguel,Siqueira,18,36482,Pilhas,5
4599,Esther,Teixeira,38,11850,Sabonete,15
4599,Esther,Teixeira,38,27748,Agrião,15
4599,Esther,Teixeira,38,38196,Inseticida,9
4600,Enrico,Peixoto,35,1011,Detergente,7
4600,Enrico,Peixoto,35,9742,Refrigerante,4
4600,Enrico,Peixoto,35,26103,Ovos,6
4600,Enrico,Peixoto,35,29036,Farinha de rosca,19
4600,Enrico,Peixoto,35,39950,Margarina,15
4601,Otávio,Novais,48,2520,Água tônica,16
4601,Otávio,Novais,48,15125,Rum,8
4601,Otávio,Novais,48,35874,Pano de limpeza,2
4602,Maria Eduarda,Amorim,28,19544,Molho,13
4602,Maria Eduarda,Amorim,28,28287,Banana,6
4602,Maria Eduarda,Amorim,28,32200,Iogurte,4
4603,Emanuel,Lessa,56,5024,Temperinho verde,18
4603,Emanuel,Lessa,56,9944,Pêra,15
4603,Emanuel,Lessa,56,12398,Rúcula,2
4603,Emanuel,Lessa,56,19888,Banana,4
4603,Emanuel,Lessa,56,24434,Bolos,19
4603,Emanuel,Lessa,56,28554,Esponja,19
4603,Emanuel,Lessa,56,38010,Manjericão,15
4603,Emanuel,Lessa,56,38688,Creme de barbear,2
4604,Kaique,Teles,37,8324,Repolho,10
4604,Kaique,Teles,37,28878,Chuchu,3
4605,Luiza,Figueiredo,59,3237,Água,5
4605,Luiza,Figueiredo,59,4771,Atum,15
4605,Luiza,Figueiredo,59,9943,Saco de lixo,9
4605,Luiza,Figueiredo,59,37240,Atum,12
4606,Gabriel,Gil,55,580,Mortadela,3
4606,Gabriel,Gil,55,34188,Frango,8
4607,Esther,Antunes,19,3145,Pinça,4
4607,Esther,Antunes,19,30587,Purificador de ambientes,3
4607,Esther,Antunes,19,37285,Queijo,1
4608,Maria Eduarda,Esteves,52,25019,Leite,9
4608,Maria Eduarda,Esteves,52,25045,Pilhas,14
4608,Maria Eduarda,Esteves,52,34807,Açúcar,6
4608,Maria Eduarda,Esteves,52,36969,Papel higiênico,8
4609,Pedro Lucas,Araújo,33,487,Margarina,18
4609,Pedro Lucas,Araújo,33,21046,Linguiça,16
4609,Pedro Lucas,Araújo,33,25168,Limpa-vidro,14
4610,Ana Vitória,Ornélas,44,472,Pepino,9
4610,Ana Vitória,Ornélas,44,24114,Azeite,2
4610,Ana Vitória,Ornélas,44,30620,Ovos,7
4611,Analu,Ornélas,43,926,Abacate,15
4611,Analu,Ornélas,43,5984,Sagu,6
4611,Analu,Ornélas,43,13658,Frango,4
4611,Analu,Ornélas,43,17395,Goiaba,13
4611,Analu,Ornélas,43,21227,Salsinha,15
4611,Analu,Ornélas,43,25382,Polpa de tomate,15
4611,Analu,Ornélas,43,27396,Achocolatado,12
4613,Danilo,Cavalcante,31,13671,Aparelho de barbear,3
4613,Danilo,Cavalcante,31,26531,Farinha de rosca,8
4613,Danilo,Cavalcante,31,27006,Maionese,1
4614,Bruna,Teles,42,2649,Hidratante,3
4614,Bruna,Teles,42,8530,Pilhas,13
4614,Bruna,Teles,42,22841,Água de coco,14
4614,Bruna,Teles,42,25841,Condicionador,15
4614,Bruna,Teles,42,39155,Purificador de ambientes,18
4615,Caio,Tavares,20,8932,Pêra,4
4615,Caio,Tavares,20,12283,Biscoitos,19
4615,Caio,Tavares,20,12287,Água sanitária,2
4615,Caio,Tavares,20,19844,Bacon,4
4615,Caio,Tavares,20,22818,Detergente,5
4615,Caio,Tavares,20,25725,Condicionador,6
4615,Caio,Tavares,20,30790,Vinho,6
4616,Raul,Belchior,34,5821,Sagu,6
4616,Raul,Belchior,34,13034,Chocolate granulado,15
4616,Raul,Belchior,34,21217,Chocolate,5
4616,Raul,Belchior,34,25710,Polpa de tomate,10
4616,Raul,Belchior,34,25971,Água tônica,9
4616,Raul,Belchior,34,34863,Vinho,19
4617,Emanuel,Corte Real,55,12306,Antisséptico,4
4617,Emanuel,Corte Real,55,24885,Sal grosso,14
4617,Emanuel,Corte Real,55,35260,Pilhas,13
4618,Isabelly,Alencastro,35,14334,Talco,6
4618,Isabelly,Alencastro,35,24645,Fraldas,3
4618,Isabelly,Alencastro,35,28782,Sagu,14
4618,Isabelly,Alencastro,35,35040,Açúcar,10
4619,Louise,Hipólito,22,20268,Manjericão,4
4619,Louise,Hipólito,22,37132,Velas,2
4620,Catarina,Agostinho,52,19218,Gordura vegetal,3
4620,Catarina,Agostinho,52,20307,Banana,3
4620,Catarina,Agostinho,52,31946,Bombom,16
4621,Ana Júlia,Novais,39,4220,Chocolate granulado,2
4621,Ana Júlia,Novais,39,34884,Berinjela,7
4621,Ana Júlia,Novais,39,38570,Chocolate,19
4622,Yago,Guimarães,55,20422,Rum,9
4622,Yago,Guimarães,55,36011,Uva,7
4623,Emilly,Muniz,34,2528,Hambúrguer,5
4623,Emilly,Muniz,34,7002,Champignon,12
4623,Emilly,Muniz,34,8707,Alvejante,13
4623,Emilly,Muniz,34,25493,Azeite,2
4623,Emilly,Muniz,34,37753,Laranja,18
4624,Benjamin,Capelo,56,6881,Chester,17
4624,Benjamin,Capelo,56,21912,Queijo ralado,1
4624,Benjamin,Capelo,56,27707,Tempero,11
4624,Benjamin,Capelo,56,27890,Pano de limpeza,4
4624,Benjamin,Capelo,56,28722,Chocolate,19
4624,Benjamin,Capelo,56,29574,Porco,11
4624,Benjamin,Capelo,56,35715,Antisséptico,5
4625,Ana,Nóbrega,38,2853,Vagem,11
4625,Ana,Nóbrega,38,13631,Abacaxi,19
4625,Ana,Nóbrega,38,33728,Arroz,11
4625,Ana,Nóbrega,38,37276,Papel higiênico,12
4626,Isis,Meireles,44,4341,Chester,9
4626,Isis,Meireles,44,22293,Biscoitos,7
4626,Isis,Meireles,44,25149,Melancia,18
4627,Lívia,Martins,31,21712,Berinjela,5
4627,Lívia,Martins,31,27638,Salsinha,17
4627,Lívia,Martins,31,30000,Alface,14
4627,Lívia,Martins,31,33188,Salsicha,13
4627,Lívia,Martins,31,37983,Salsicha,8
4628,Bernardo,Mello,23,17466,Aparelho de barbear,16
4629,Isaac,Morgado,37,433,Hambúrguer,13
4629,Isaac,Morgado,37,6263,Peixe,8
4629,Isaac,Morgado,37,34087,Adoçante,17
4630,Nicole,Alves,43,12894,Gelatina,2
4630,Nicole,Alves,43,18750,Pinça,9
4630,Nicole,Alves,43,20287,Fraldas,4
4630,Nicole,Alves,43,26142,Baunilha,11
4630,Nicole,Alves,43,28117,Mostarda,12
4631,Milena,Figueiroa,50,95,Cereal,7
4631,Milena,Figueiroa,50,2161,Biscoito,2
4631,Milena,Figueiroa,50,18504,Laranja,6
4631,Milena,Figueiroa,50,21293,Antisséptico,13
4631,Milena,Figueiroa,50,28239,Azeite,4
4631,Milena,Figueiroa,50,28962,Coco ralado,3
4631,Milena,Figueiroa,50,36274,Biscoitos,9
4632,Analu,Pilar,56,7166,Mamão,11
4632,Analu,Pilar,56,14270,Catchup,2
4632,Analu,Pilar,56,24413,Leite condensado,9
4632,Analu,Pilar,56,26487,Queijo,4
4632,Analu,Pilar,56,30095,Rum,7
4633,Luna,Ibrahim,53,9423,Presunto,3
4633,Luna,Ibrahim,53,17063,Papel higiênico,15
4633,Luna,Ibrahim,53,18805,Farinha de trigo,3
4633,Luna,Ibrahim,53,34791,Escova de dente,16
4634,Thiago,Marinho,17,20203,Preservativo,12
4635,Stella,Cortês,17,408,Esponja,6
4635,Stella,Cortês,17,10208,Tortas,8
4635,Stella,Cortês,17,21073,Café,3
4635,Stella,Cortês,17,31815,Biscoitos,17
4636,Enzo,Salazar,42,1407,Salgados,11
4636,Enzo,Salazar,42,12544,Álcool,7
4636,Enzo,Salazar,42,12845,Farinha de rosca,14
4636,Enzo,Salazar,42,13378,Fósforo,4
4636,Enzo,Salazar,42,23175,Atum,13
4636,Enzo,Salazar,42,28603,Mamão,4
4636,Enzo,Salazar,42,29867,Leite de coco,11
4636,Enzo,Salazar,42,37463,Alface,7
4637,Sophie,Arruda,33,6037,Vassoura,2
4637,Sophie,Arruda,33,7753,Vodca,2
4637,Sophie,Arruda,33,8871,Espinafre,2
4637,Sophie,Arruda,33,11733,Agrião,8
4637,Sophie,Arruda,33,31149,Espinafre,5
4638,Yasmin,Belchior,22,14988,Presunto,15
4639,João Pedro,Salgueiro,16,2420,Amaciante,17
4639,João Pedro,Salgueiro,16,34784,Miúdos,16
4640,Lavínia,Pimenta,28,17177,Miúdos,8
4640,Lavínia,Pimenta,28,20332,Algodão,13
4640,Lavínia,Pimenta,28,31519,Uísque,3
4641,Ana Vitória,Gonzaga,40,5160,Requeijão,11
4641,Ana Vitória,Gonzaga,40,11867,Creme de barbear,19
4641,Ana Vitória,Gonzaga,40,18615,Berinjela,12
4642,Helena,Geraldes,37,11591,Molho,12
4642,Helena,Geraldes,37,15233,Pente,13
4643,Ana Clara,Ibrahim,21,3214,Chocolate granulado,16
4643,Ana Clara,Ibrahim,21,7349,Salame,18
4643,Ana Clara,Ibrahim,21,10227,Catchup,6
4643,Ana Clara,Ibrahim,21,36655,Nata,1
4644,Agatha,Calixto,16,3552,Geleia,10
4644,Agatha,Calixto,16,5292,Água,17
4644,Agatha,Calixto,16,5322,Antisséptico,17
4644,Agatha,Calixto,16,13105,Lava-roupas,16
4644,Agatha,Calixto,16,16162,Palito de dente,10
4644,Agatha,Calixto,16,17558,Temperinho verde,14
4644,Agatha,Calixto,16,24399,Maça,18
4644,Agatha,Calixto,16,24518,Arroz,10
4644,Agatha,Calixto,16,24894,Sopa,7
4644,Agatha,Calixto,16,32576,Fio-dental,9
4644,Agatha,Calixto,16,34353,Vassoura,4
4644,Agatha,Calixto,16,37213,Mamão,10
4645,Felipe,Azambuja,29,5469,Pimentão,15
4645,Felipe,Azambuja,29,12427,Inseticida,15
4645,Felipe,Azambuja,29,20094,Escova de dente,19
4645,Felipe,Azambuja,29,37997,Lava-roupas,16
4646,Beatriz,Salgado,33,9920,Abacaxi,10
4646,Beatriz,Salgado,33,28882,Sabão em pó,19
4647,Luiza,Magalhães,59,17424,Abacaxi,12
